ts,ecg
1626180089833.31,-11.7826547363585
1626180089836.64,-11.7781831953744
1626180089839.97,-11.7822220065858
1626180089843.29,-11.7856838447671
1626180089846.62,-11.7628212884452
1626180089849.95,-11.7672928294293
1626180089853.27,-11.7238034872774
1626180089856.6,-11.7292126094356
1626180089859.92,-11.723298635876
1626180089863.25,-11.6912045110708
1626180089866.58,-11.6555043048268
1626180089869.9,-11.6573794671749
1626180089873.23,-11.6003312588133
1626180089876.56,-11.6045143132823
1626180089879.88,-11.6183616660072
1626180089883.21,-11.6430272630486
1626180089886.54,-11.6297568833538
1626180089889.86,-11.6385557220645
1626180089893.19,-11.670217117097
1626180089896.51,-11.6724528875891
1626180089899.84,-11.7039700393641
1626180089903.17,-11.7414732863275
1626180089906.49,-11.7434926919332
1626180089909.82,-11.7684467754897
1626180089913.15,-11.7672928294293
1626180089916.47,-11.7639031128768
1626180089919.8,-11.8015506030978
1626180089923.13,-11.8000360488935
1626180089926.45,-11.7954923862806
1626180089929.78,-11.8178500912011
1626180089933.11,-11.8154700774515
1626180089936.43,-11.797944521659
1626180089939.76,-11.803714251961
1626180089943.08,-11.8115033878688
1626180089946.41,-11.8032094005596
1626180089949.74,-11.8006130219237
1626180089953.06,-11.8064548738545
1626180089956.39,-11.8065991171121
1626180089959.72,-11.8131621853307
1626180089963.04,-11.8168403883982
1626180089966.37,-11.8230428484729
1626180089969.7,-11.8011178733251
1626180089973.02,-11.802127576128
1626180089976.35,-11.8044354682488
1626180089979.68,-11.8229707268442
1626180089983,-11.7915256966979
1626180089986.33,-11.7990984677194
1626180089989.65,-11.8453284317647
1626180089992.98,-11.9110312355794
1626180089996.31,-11.9685121737137
1626180089999.63,-12.0802285766874
1626180090002.96,-12.1089329849402
1626180090006.29,-12.0903977263448
1626180090009.61,-11.9619491054951
1626180090012.94,-11.7155094999682
1626180090016.27,-11.4913554777331
1626180090019.59,-10.8822883227215
1626180090022.92,-10.0850558382339
1626180090026.25,-9.76498004972697
1626180090029.57,-9.6177076837668
1626180090032.9,-9.719615545227
1626180090036.22,-9.93085979591129
1626180090039.55,-10.4869896754014
1626180090042.88,-11.0051114565267
1626180090046.2,-11.2519116701974
1626180090049.53,-11.6769244285732
1626180090052.86,-11.7623885586725
